name,auc_roc,avg_precision,accuracy,precision_1,recall_1,f1_1,support_1
Logistic Regression,0.8649278882320673,0.822434635302807,0.8649708715464036,0.8700198160171416,0.8665158371040724,0.8682642913990337,62322.0
Random Forest,0.8197256485184171,0.7745546310138144,0.8192387873993688,0.8391018859052514,0.8017393536792786,0.8199952407913416,62322.0
